taxid	total_length
289376	2003803
1193055	4545395
338966	4241119
1069083	2456746
1798393	913950
1122207	3342098
1208919	833125
1262771	1066900
1655616	1264266
1794912	3968191
1797267	840594
1140002	4614282
28034	3828023
1801606	2265812
1492737	4402594
1805230	1381394
1121866	3009872
1359184	1997698
643648	2405559
1655630	2408986
365044	5366143
1619125	712044
1802403	663148
1356299	1995738
1896211	3736655
1801637	724422
1619067	1308673
1797622	1736388
1262883	2195724
176299	5674258
209650	2989625
518637	2517763
368408	1813393
290400	4404049
939921	1147554
278963	6000000
203267	927303
1095767	3410512
1219069	5629433
1150423	2635669
1660162	5120376
55802	2388527
1408472	3492520
1798514	878666
1192034	6000000
1074049	2843741
1811627	1751115
47229	5969261
69	6000000
1802396	1032681
112903	4433598
944564	1731014
1045854	1441470
1926	6000000
309799	1959987
1160285	5011016
163359	3252820
1618507	711732
1201294	2789774
334858	6000000
1797801	828232
1781253	1411173
504	2140065
1293044	2076046
1336243	4029781
1714252	1453497
376686	6000000
437022	2990285
466088	3345299
1007654	3931278
1797853	817820
1620392	3481669
1236542	4424648
1798010	2223560
1498500	2767463
887901	2040170
331636	2358433
1618560	857882
1811664	1297614
1227266	2724306
1811605	1478135
253	6000000
1009426	1309253
113355	4263418
930942	1880186
1802138	856182
1655556	1638910
1294142	4677668
1123402	3550975
1801788	561746
1869305	3128497
1805273	1024402
300019	3410829
1803448	3389462
1766	6000000
1618677	813650
927704	3631933
1048983	5429412
1262865	2443106
354630	6000000
289377	3491038
1194083	5162321
1888995	1177165
1797768	963675
393595	3120143
1233951	3975884
1538295	5020969
1779368	1731399
1392505	1479231
1566277	6000000
864069	6000000
1798554	915654
1750561	3846294
1133569	2195706
279714	4228787
307486	2927205
1434652	1614827
1236518	3303745
588319	2206431
1074072	2057099
1797226	1442015
1650661	3453778
868595	2892255
1122608	4854484
1000569	1650551
1267562	5578743
646529	4991181
1618979	705709
272844	1768562
1618834	759973
1802159	939072
1802699	608347
1423719	1590323
1797803	1164382
857575	1904293
1408444	2656591
651822	2728333
381764	1948941
421072	4236390
714313	1375770
596315	1988044
1801710	1744752
767817	4855529
1434104	2394636
550447	3052035
1918949	2552746
470146	3242215
981327	3218415
1802460	528552
1219050	4327402
195253	3720499
251747	4665268
66851	2140433
685782	1534143
237069	2950395
1930020	1904062
1151061	4503402
1671654	2554107
664639	2999584
1802160	560281
1798692	1049968
1260251	1739487
1056495	1546846
600809	640442
516051	3274259
1231350	3862273
1211815	3874680
504728	3098881
1294023	2581434
1211817	4433668
1403537	2892465
1122169	3512682
1812810	3122722
1802574	1777475
1797633	794357
555779	4107394
1392493	3191482
1703351	2576725
61652	4922834
515619	3449685
1761765	3615064
1660094	1736938
1801699	1405470
28095	6000000
110935	3920719
1801639	940613
1798346	605305
1801840	2400356
1263071	2799714
1655559	2112289
1654360	4533138
1802353	1247001
1133852	5437407
1703761	2764529
1050219	2346330
1120927	4078922
1052808	2094346
1125700	2727508
1541960	2115618
1779371	1890193
154981	3725379
222984	3774135
1121318	3650535
1736402	3540433
1234595	3253933
1655558	1746953
866536	4196595
1328313	4572425
111781	5125950
1801743	707353
566461	6000000
133190	4631488
1618460	767859
1801707	1248704
1509405	5134606
1121333	3143441
1179773	6000000
1323361	5134337
1619109	856514
389348	3030375
379893	4602545
65497	6000000
1797659	1806597
1123285	2861023
1005090	653223
1801980	1495470
1889883	3120648
159087	4501104
1033734	4657724
1802382	1141316
768706	5863081
1121275	3685547
1313421	6000000
926551	2657104
1235792	5799088
1618958	657337
1410632	3418360
1088721	5457578
1107882	6000000
1802131	766425
428126	2507885
760142	1694430
1471445	579043
1674892	1817342
1802236	761321
568816	2487765
1802295	613061
1618527	735413
1619120	625951
1121372	2944984
561180	2004594
866895	4170008
1817879	2265163
1104615	485374
1401328	1518636
376730	3892267
1739358	1922812
1699078	3646477
1817818	852443
1395513	3590176
1803461	4455545
714943	6000000
1805096	1775681
1442599	4295921
996637	6000000
1935013	873684
1798435	2158540
1797624	1496600
29388	2602401
1801623	2500454
1471476	1192256
575540	5529304
430556	1866493
1801815	921780
862517	2124844
1291051	3215420
1801772	487362
512402	6000000
1293042	2627540
1802478	1091254
490899	1365223
1855383	4196045
196600	5260086
634504	2369520
755178	4176973
278957	5671497
1616	1334438
1208921	822140
445710	4227172
454133	4065636
1801650	1117683
755882	4389464
1122949	1849203
492670	6000000
1703763	2320374
422289	6000000
314287	2634266
237727	3266173
1280705	3249285
679937	2991798
1801663	494071
1802123	689570
649349	4059653
1262922	2369217
929562	5220361
1444309	5464196
1081644	1359862
1380391	6000000
1219043	3217375
860575	5460476
1618539	977514
1227812	6000000
1618894	1047167
1121324	3404633
1797635	1604083
1797920	1843056
1797792	727190
1052804	833677
1854057	6000000
1736373	2940342
1801936	1575364
1618472	858341
300267	4560911
1381119	1759880
145261	1686891
1423776	5496645
407022	6000000
1449345	1810652
480224	5268950
1802541	582301
698758	2569486
1109412	5350059
1430440	4365796
1280686	3813073
1250153	4505800
1068980	6000000
1618381	1095642
926554	4765806
1849364	2087968
1414851	2504912
1510531	5613335
131110	2430293
525371	5100977
575605	1648660
1121889	3192093
36818	6000000
1177594	3252254
1090322	3151883
1359163	1268660
1802303	884588
442562	4921837
1009415	3949105
375451	4331234
1007120	847628
70601	1738505
1618780	1033177
1798362	796513
33941	3499317
1434655	1667743
1195760	3242070
1618716	1167397
1720300	3069885
520767	2282800
1802643	1018605
1094714	3761887
1514971	3929557
470	4335793
1797199	2554379
1619075	940304
1797294	908945
1802334	751161
1444770	2733013
1255658	3394463
1802665	761941
697281	3135972
1837170	2855654
1660100	1054065
1033738	921043
755916	4509469
480391	1764961
1236954	4534596
459472	3917616
1384063	3724077
1798304	1485479
113395	6000000
401526	2889774
1123053	4351767
13035	3781008
1385420	1702336
869213	6000000
1618765	670169
1802273	1178636
742766	5176087
1935016	2148619
1801889	793759
1618714	918381
1618787	547727
1123307	1864153
571913	5420910
1940790	2951611
1043493	2968736
1803427	2136595
1797991	938303
1842525	2703690
1009419	1203363
1087452	2337938
526222	4289847
361575	4328053
1619142	751963
1797613	2894515
1590652	4344717
1935131	2039159
1324957	3675087
797515	2854910
1801696	3162748
1121366	2531632
1802041	857712
305900	5606375
938293	2265938
1761888	3371121
1890733	4690918
1423806	4914151
1797640	1318877
269084	2696255
1243664	5451072
1805323	1368207
1434701	3443921
1857645	2202666
1934984	2360045
1618474	1023535
469616	2671036
1805320	895012
1045855	3452554
1167006	4023512
886293	6000000
284581	4603584
1805095	1325436
533247	3186511
1238427	2529000
1929997	2306994
66692	4303871
1619007	984447
1300341	3883802
273035	1514561
1817882	2681228
1471489	1236607
1798592	598828
1802666	901718
1526658	5602085
1618899	735048
1797992	986500
2285	6000000
1897008	2032656
156586	3103424
1752064	6000000
52	6000000
226185	3359974
1585974	2850586
1802507	1159183
1801895	1830730
1055723	6000000
178339	2141493
1313291	1319405
838561	1132608
1802532	618855
229921	4084597
1523418	5784559
1811649	1315350
1618853	660836
1798427	3831595
1802780	733524
89187	3676244
1010	4629350
642227	4413398
648782	4830506
500153	6000000
1121283	5030199
287752	4326814
1706434	1497132
1798694	786881
1171377	2407846
1504823	2931144
1797631	1439981
547558	2012424
1619078	1113702
1797882	2637408
1392005	6000000
716544	4243623
1811604	1649328
1200352	2751233
1801923	757838
1359157	1570903
1077974	4703019
629741	2406675
570519	3836163
225326	3154822
1797625	1934179
679259	4190841
444157	1769823
1458462	3859732
1841857	4410591
1807766	3682052
1619143	864654
1801777	736887
223926	5165770
1618512	1099626
585506	1980223
1660155	1331137
537013	3478423
1031564	1465081
1930012	2848015
1656909	2980009
1617025	5311733
697284	4056006
1079859	6000000
1262934	2983014
1191699	3575797
1736331	3953873
314277	5153226
688270	4888353
1122936	2257166
1797471	850026
1121373	4425125
1798349	814440
1618718	1082456
1618825	929441
697329	4482087
868280	3352016
1508389	3257490
1391654	6000000
1618768	768413
1230734	1531433
1300346	4434543
157838	5297592
1797195	1788978
1802558	729804
1263094	3616177
694440	1711791
1262903	1633002
500464	1163362
1421011	1252377
582419	1957742
1423747	4229698
1344584	2316287
1141647	6000000
1050220	1169673
1304885	4469042
1727164	6000000
1798420	2302958
1262945	2447989
889378	3285855
1122212	2836070
1050202	4233350
1798594	692208
1500261	6000000
391037	5786361
333849	3052572
575590	2113539
1891921	3897429
377431	2538957
699262	946557
1631346	2843796
1641812	4294213
318586	5236194
1802751	702639
358743	6000000
450380	3369357
1134413	3856255
314723	1066225
1703354	2338617
1262774	2744059
167879	5373180
1091494	4796711
1917163	5691534
1797461	1031580
1170318	2526138
698737	2658366
1196094	2527978
1802673	913742
38323	6000000
1545701	2084639
1499685	4050101
1090319	3920299
1603293	3971755
362976	3179361
1735686	4483623
1097667	5092500
1896971	1836284
662476	4405164
1618562	820606
1797336	4621586
2741	1968473
1305735	4310573
1761889	3511834
1802564	1557264
1802568	1261044
273068	2689445
1797359	1810549
1802087	1218000
644284	1986154
1689272	3716774
1802376	906465
1410659	2036146
745014	2736988
685035	3273334
1123231	2516660
102127	6000000
1300222	5155092
33007	2344907
1805232	2886927
1926881	5015434
1229512	632490
1752206	3248153
46914	5052234
408015	5961401
402612	2860382
394503	4068724
1522368	4953652
1227466	3645313
1635293	2038846
1798485	862658
1802452	915055
907348	3453898
1121114	6000000
1122602	2591866
1123060	6000000
1268239	4046270
1298596	3259449
1761907	2985194
1121012	4480165
572477	3669074
1231626	944930
1120792	4382767
1703399	4241461
334545	1453216
1679165	6000000
1121090	4509444
633147	4109024
1655573	979010
643867	4516490
1643428	2423295
1859458	4854417
796385	4501171
568707	5264383
1798650	1072345
1805285	924845
523791	2852073
1122211	2920434
1415657	309299
1118057	2101866
1618384	964574
118005	2825161
738	6000000
1392836	3201622
1826872	2989777
387631	2076931
1895899	4182621
1242245	4081329
1341679	3211639
29529	6000000
1545728	6000000
1317121	4342642
1120971	3272318
1123306	1505444
1263085	1953965
1618944	1077788
1802121	990529
1805310	527314
34004	4589403
1122999	3623963
948565	2453490
1382305	3633869
1131731	4223247
1736446	3611286
698827	4809662
505317	2610727
1410664	2041814
1784	5938797
1798667	876182
1805034	770971
1802349	2174425
1798323	592788
195105	4128680
1112267	1172032
1802736	599392
1120945	2270293
1801917	1166479
1262869	1971402
77635	2790088
1223523	6000000
752555	3592947
1798430	2652894
1801698	3353072
1225564	6000000
1473	4759248
380703	4744448
388739	4555826
1434100	4211468
1122201	4380400
1549858	4061902
61435	6000000
1803432	2743891
1935119	1725730
259564	2575032
1250231	3545181
1618827	1301823
1604836	3845602
1282876	3824226
402626	5325729
869279	3012066
398525	6000000
1766621	4535949
1132499	2635815
1042877	2011320
1387197	1998543
1095749	2253160
883114	2096464
102232	4025114
1121949	3277765
1798698	854266
1618842	826033
1797342	3933251
1246474	5330432
1076937	2733540
1797216	1057057
1801692	2472158
1485545	2163552
644281	1773136
108486	2183634
546871	4717614
1028989	6000000
221359	2664873
993692	2698724
1044	3602162
1177755	3191628
1798412	541659
264732	2628784
938288	1709677
1117942	2337657
1167731	1139064
545501	4608004
1797332	4406178
1678840	3510630
1434102	3914091
1802415	1005836
1458425	2574013
1527293	4569428
1802255	1865831
1618812	674527
339866	3203428
1661702	1897905
1341154	3113956
1805276	1793524
1641376	1023183
243164	1469720
1379159	5396991
1410651	4732373
1237149	6000000
1798504	877618
93058	1691453
980251	6000000
43989	5460377
931202	1190853
1280664	4705279
1242993	1414910
83767	4534676
1817864	1955059
1801818	2045377
1388748	4236729
309800	4012900
759913	2179445
1543721	3962284
1737983	6000000
1582	3001027
1853259	5938148
1798356	827048
1244528	1775480
1618934	1288393
1736215	3231312
930943	2655201
1706444	3544182
1674803	1616909
598659	1676444
1802620	941100
1700836	1455689
1227456	4199784
1178540	3736192
1618393	1035077
1797954	2281792
679901	2138444
1351754	2869246
1712654	1928800
743718	3307740
1802689	603702
1803468	2865787
1263867	6000000
213618	4801899
498211	4576573
1121939	5070590
1486262	4817335
1705394	1512449
1202450	4235765
1802504	985619
1903263	2606093
913329	2158589
1797716	769186
557436	1999618
1619013	987732
158189	3316466
1650354	2260471
478744	6000000
1628855	5172400
754477	2745290
1410612	3697107
376489	4387428
1909445	3123148
889513	2337730
366522	2698323
1246444	6000000
1347341	2500326
1632013	3057334
1899017	1867336
1655578	594391
690879	4751807
1112260	1192107
290052	3660245
1082479	3039361
1802745	464520
319939	6000000
1619018	955726
1121348	3681020
1817872	2996068
1798535	625726
1535422	4582559
1408309	2957066
871203	6000000
616991	5550230
1798507	848802
1581095	5836832
1802516	1152146
515620	2831389
82801	2330788
198094	5227293
1499501	1754053
656519	2613117
1797854	1192119
1619006	672529
413816	3677984
269796	4406557
1130305	1203892
1860086	2516828
1618529	811688
1802599	486575
246198	2699437
1007096	3108242
510955	2345236
1200567	2861669
1567108	5117794
1935050	776292
1131730	5283728
1704026	1416608
456	6000000
1797869	1607820
1434108	4574907
318456	4709666
1121014	2977056
31964	3403786
1805299	947625
1262915	1820319
1582439	1713078
313595	4321832
1455608	3926724
1798689	983287
100901	957990
1685126	1583813
1120923	3984732
520762	3094505
1132441	4660196
751945	2401329
979226	4772825
1805306	637227
1267	2479673
944481	1742311
649757	2772228
1797636	1648046
1655600	2799617
1798331	644067
576131	3293487
195250	5066637
391896	1528980
1502488	952704
1117314	5320014
1132497	2645252
1043205	3433900
179408	6000000
1801759	629603
1123352	3002518
653045	6000000
1935133	3099908
634452	3340249
1618779	658091
498742	1252559
1768108	3264334
641112	4573608
1262868	1931286
1764961	1175601
1336240	4575622
1209989	2761252
1074164	1797735
745411	4062282
1223527	3476986
1160279	4693747
1619052	1035364
1122243	2427214
1935144	1165085
419942	2854410
1033806	3146160
1262757	2669690
35754	6000000
1122206	5038537
1275973	1413419
1590596	3040550
1528	2954329
1263012	2830982
399742	4676461
1392491	3083950
1802476	852577
1618573	863590
61647	5489680
1248727	2597759
1388758	1407418
1653434	3189052
593907	3526441
1661711	1040997
1811662	1218576
504474	2369219
1028567	2223983
1537915	2661738
1121375	3711979
1502755	5116855
1208323	4333597
1054946	928724
1313298	5134977
1120950	6000000
223184	3066141
1797286	1337444
1416752	3617767
66869	6000000
1122150	2498521
1802080	919362
1121930	3831242
84292	3168630
1520801	3660320
765869	3006992
1398558	3529595
48936	4885942
1797664	722196
1495336	2490725
1262907	1408829
1736415	4469718
1618551	1087915
561184	5837382
1802586	1810444
529709	1716818
1123272	3547928
29489	4337245
1655599	2473267
1752184	4200469
1768112	3032522
1798518	686003
1802764	554924
1609559	1977126
1805124	1005070
748671	2043161
699248	4099201
1122622	3852644
1618793	840363
1759079	4309020
1348662	2031902
582744	3082007
452471	1884364
696127	1183732
1189620	3955605
888056	2828172
526225	5322497
1618546	889915
1121377	4452642
1262886	1873859
1797995	927938
65786	5288135
384	6000000
279010	4222597
1262974	2254171
1802227	760381
471856	2749646
263358	6000000
40841	2900473
1617448	4426059
680198	6000000
1410650	3927843
193461	6000000
419481	6000000
1805418	959510
391038	6000000
1618613	548203
1125630	5682322
1798505	512403
1122155	4839287
1408318	1787929
1801756	613937
1265310	5938932
1703771	1676824
1319815	3068248
1290553	3535512
1691980	3554045
197461	4172554
1644130	4399611
1792834	3989979
930944	4625880
43305	4168923
1332188	1013781
1168035	4779684
1267766	3475106
1123276	6000000
1781246	1723005
1802693	1004293
1305731	3998985
1802724	757440
1798608	749358
1797253	941917
1423775	2678542
1076550	4327607
1122978	2668851
1262958	2208345
1226323	3594235
909625	3187461
1802761	717313
1121472	2821579
762903	4635236
84022	4207037
1380394	6000000
619304	6000000
1435036	3728357
293613	1159772
1537994	4409819
1746199	6000000
1123073	4343639
1423833	3818450
1407499	3130345
1412872	2389822
1173024	6000000
146922	6000000
1869312	2738577
378806	6000000
303	6000000
342108	4967148
926692	2884521
667632	6000000
1094556	4178839
1798409	839317
1262755	2898194
1236509	2546609
1121921	4068866
1802359	2204903
1085623	4134229
1293904	1413194
1408419	3403931
1121877	6000000
1714257	1471624
751994	2168870
1277257	1192232
1618989	812404
1122147	6000000
1032488	2354550
585425	2572069
1353529	3650096
1655574	1262816
1123013	2223047
95607	5516813
1212764	3833720
406547	6000000
708132	6000000
1618463	711694
871738	2943336
883150	4026612
1122219	3236325
511995	1224919
243275	2843201
1802763	622703
1173264	5776957
1469948	4676087
1207055	4776810
1736540	3707866
1805132	2990386
262543	3040786
1810943	4306091
883079	4399548
1736466	4741043
207559	3730232
1262875	1874265
1676162	3090798
311402	6000000
1618534	656263
1802451	543220
1263061	3359031
224326	1521208
427140	1896413
1736289	3353784
1802325	1024860
1585697	6000000
1638783	2770805
203124	6000000
1655309	1302091
1802212	694087
1811638	3115347
1802465	747816
1052802	1110690
1798443	1908153
382638	1557588
1618876	610871
1122241	2999839
1123296	2609584
1801932	1485759
1121952	3693075
1797980	1546722
1797287	2254517
1797686	475445
1801669	635481
1686289	3568817
1898960	997997
390874	1823511
1619106	891856
929704	4301842
1623448	1352914
1797626	1167938
498848	2338641
401562	5012346
1256211	2981014
266128	3029904
1811661	1166919
1262781	2127882
1802626	840958
1630135	2392314
1716175	4471752
1618605	596207
265072	2971517
1359152	1520397
1215343	1504659
1072256	2419437
1071080	3726330
1618595	729641
859654	722585
1105113	1305467
1158606	5171430
1120948	5861079
1049581	3615064
551115	5486145
66877	6000000
81582	2917108
1517416	2703110
1618909	757207
319938	4265296
1120995	2021907
1729650	6000000
570509	1297943
1121863	4710926
320771	6000000
261391	1827255
1408250	3913703
1797678	2441455
216389	1341892
1736280	4717897
56427	6000000
1408433	4622888
1157951	4402109
323848	3234309
1674942	3356119
1797983	1868766
1801963	3278908
1797981	1762618
685038	4894879
767029	3449360
1423786	3101821
1262700	1881083
1935101	1622290
243090	6000000
1805383	1055503
1298606	4458961
1618495	648697
1076414	4677891
536231	4411375
1262977	1829798
1811545	3266366
1276220	1086278
346179	5266109
1619073	1082737
1798635	634919
1798663	866097
151081	6000000
1883406	5668892
1935099	2358376
1855297	6000000
1675034	1762311
278137	5783292
167545	1697748
1480675	2835858
1798680	870492
525260	2437186
1522311	3211248
53501	3902797
1160895	2454023
2002	6000000
1797612	3374887
1618870	731091
587	4889093
1203605	2711056
653954	4923741
1223540	5428634
1473580	2539811
178606	6000000
1408829	1191129
1122984	5137780
237258	2727353
1797531	879605
1261070	1573879
1802237	667828
104268	3419821
1739355	2402476
1356861	1858987
1276246	1175131
1121289	3250627
1715019	4330333
1798258	1836596
471472	1038842
999411	3505620
1622	2308018
1122209	3137549
68570	6000000
883103	1862135
1729450	2095876
667129	5267389
1619040	1093919
1218507	2116151
1802686	891809
45851	2130588
658172	1258278
1618784	760931
1051006	2430672
1155954	5617999
118161	6000000
1120918	3082721
1967	6000000
654	4923009
1186051	632588
1367477	4884713
397948	2077567
1196417	583806
1811671	2308965
1798524	805717
990371	4279285
1193119	2908057
1619077	853053
1618957	569750
1505907	2126164
748247	5818755
1935049	1798153
1618797	669716
1882918	1821632
1185653	3804624
1305836	3479654
159292	3122071
1805254	896114
1855308	3090512
1895924	3991360
411467	4241076
1705409	1994208
1797647	2232681
1791	6000000
909663	3759482
1618643	878791
1802147	664287
1869	6000000
1802057	880471
1128398	3108248
2234	4055394
1797722	836061
1674923	1961221
675864	4461788
1798521	682554
1798263	1220045
1150864	6000000
457428	6000000
857265	4928951
981369	6000000
1299998	2469565
290399	5070478
1236500	3147416
2045	5637360
1797733	797094
1465	6000000
1802515	1125654
368812	2809442
577650	3851869
1121121	5278007
431306	2843936
1397525	3440295
1802632	693166
362837	1179577
1801850	827680
427317	2608832
1408305	3718842
1041522	5579559
936154	2143887
1346613	4433503
1801709	1566243
1423720	2336325
43354	5220823
1801758	661065
1236498	3430348
1121933	4117723
1802063	1037374
1353537	3728293
1352936	6000000
913848	2705076
155865	4552775
565033	1860815
1120568	3887441
1801891	815532
1805026	2079062
1229172	6000000
1121897	4002854
1322246	3646098
1174504	4590454
331869	6000000
548479	2146480
1548149	2010363
1802592	882399
1121381	4800021
1112265	1176917
1051659	3071147
314264	4770736
1797279	884266
92835	3922504
1778262	846562
1655587	1208227
1428657	4245395
94624	5287950
56110	6000000
1655595	1723929
439292	3592487
1655503	1772183
1238186	3185418
1522671	1473548
1487582	6000000
1736537	3919126
56107	6000000
696125	1522743
391612	5880532
1805324	1170047
101510	6000000
1385521	3566056
1802277	1147531
1450524	4721438
1618505	1188894
1736292	4105523
1460649	4096854
146020	6000000
1444768	6000000
1618892	600176
1776333	1206198
1889784	4577373
188937	5751492
1811655	1266629
1423892	1196717
423472	5961117
1321815	2340885
1802250	1906285
1801920	968079
375574	2848002
1244531	1754638
391616	5478249
1007121	922550
1797984	2210690
1896973	3110197
1801899	837919
1070319	1726950
1123236	3985437
1902299	2921957
1896987	2046136
596328	2452380
1262923	3485124
1120973	3363524
66378	6000000
1130336	1477701
1802423	1091692
760154	2510109
479433	6000000
1676155	1885992
345309	4548902
1693	1892860
1354301	4776227
1121018	3670548
1354275	6000000
1930003	2751729
476652	4637866
345663	4036521
157592	952224
246196	6000000
1262992	1866939
1006576	2053097
457427	6000000
1501392	4138744
1635283	1695123
1802058	1143032
266748	3123663
943936	3945764
456298	1512980
1801989	2112926
1124991	3799539
1797870	1870700
1442598	2201349
1736544	6000000
156976	2563723
251229	6000000
1278298	3171092
221126	4692319
29354	5038011
1618540	674048
252305	4440389
883113	1717767
352165	2562014
1897049	1839501
1671627	2768333
1381	3499383
871571	2533633
687436	5924107
1223503	3263973
1089439	2946743
913320	2305959
1122971	2023236
374847	1590757
1803460	2429085
1122238	2809959
593133	3484703
357244	2127051
1802280	800309
1160280	4994942
749551	2210307
44060	5850061
1121326	6000000
316056	5513844
1797576	3554890
1805290	956248
1566278	6000000
1349766	5296644
87172	4073955
1802166	3303715
1889001	1042930
35755	2354065
1805053	1221537
429009	2157067
1410573	1548506
1219362	5538168
1122129	2345682
1802509	1155219
1802302	556114
1118060	2280503
1618875	683696
483218	3028326
1122202	5364574
1736478	3460379
1460644	5443264
1256225	3086694
1739288	1893491
1797711	830860
1715691	3362067
1926284	2237367
1798481	667081
1797239	517848
1408425	1492589
1123509	5798664
1229781	3664641
1798425	3684731
1802678	751899
1122962	4620652
1519439	2729704
1703353	4744439
469617	3487504
1805284	1169003
1349421	5410659
1801807	592858
665467	5094548
1631	1485940
1423813	2559201
1121433	3242094
478741	2465519
1224164	2931780
198252	4674102
746697	3520671
1385513	3872934
1427368	1106034
1123009	2411055
1642040	3536703
314231	3806238
1797680	2045472
755891	4588735
1802652	863201
1802337	948629
1122915	6000000
1121459	3324581
1655308	1504385
1308	1787436
1714373	4827965
1094980	3072769
1318635	3143369
1236958	3629390
871651	3622008
2017	6000000
1499680	4309569
1460634	4093558
1802153	734298
1839801	2092789
1206725	6000000
1115805	2408837
387344	2340228
1515612	5202172
1798354	664376
1218492	1815047
1801690	1883825
327277	2362816
404589	5277990
1396141	6000000
1120975	2331365
1855343	3642652
324831	1894360
1236979	4718481
1618636	1387850
1798256	575999
1408424	5002403
1392502	3665894
882102	4052047
1125747	5654924
1592629	4038999
571	6000000
1381080	2437751
1802400	1070576
504805	6000000
1423795	2854844
873533	2839537
1801727	539899
277988	4119598
1122132	4766107
1230338	2084664
344747	6000000
1121122	4094970
675511	5067278
515622	4404886
1802174	3041875
491952	3899940
1802246	951418
1798351	784961
1120949	6000000
971	6000000
1630	4178649
1218495	1460240
1618398	1101807
985054	4314497
1121097	3633399
67356	6000000
1801653	991447
1132500	2680985
1002804	1807534
429572	2736272
994479	6000000
1232428	2737487
335992	1308759
1249975	3959304
1293911	1394706
1443665	6000000
183763	5914311
342955	3973985
1802430	1296502
309801	2920744
1797280	1362175
1206740	6000000
1302687	5142650
1798580	3806696
1801903	1217677
647227	1070933
81858	5187616
71421	1830138
1618943	752222
1802239	725335
1841610	5750243
1400001	2492358
1042156	2835737
941824	2644756
1224746	3816232
180281	2834252
1660156	4751384
1801854	1312436
266892	3516738
795359	1634377
1172178	6000000
237679	3670765
1263016	1719996
187101	1330224
1797689	578317
1798468	512995
877500	3247305
2074	6000000
1643525	1286841
517437	1158530
391596	5788054
702450	2953411
1528098	1917564
1543381	3379958
1121130	4717857
1122918	6000000
667015	4308663
888741	2220455
877418	3309485
1797650	2168217
465820	3369825
1262928	2990058
1192868	4612407
1123250	2688760
1158610	3910972
452	3313534
1122182	6000000
756499	4321753
1263090	3962892
1671659	2035642
469378	1617804
1408471	1325910
1802571	1668697
1263013	1973564
46206	2764267
742725	2855429
990712	3127641
1193806	1452335
584708	2630170
523849	2215172
1618932	778802
1670446	2899876
1618396	1027882
1897011	1464929
387092	1877931
1805087	641908
1122135	4438944
317936	6000000
1662190	2339812
36849	4510552
182082	1225935
1282887	2871860
273678	3953585
745365	2437433
1120979	1847146
45243	5344157
1906741	3788814
1817858	1695167
749414	6000000
194439	2154946
1073574	3906554
1619062	1324263
1124835	5154826
1121451	3708362
1752194	4078384
303682	4314265
1895843	6000000
1802088	907604
272944	1268755
1842518	2143637
1094557	1571225
1036674	2591567
1802235	757236
1263021	2757549
1114856	4934841
983920	4182647
260799	5228663
1403343	3288779
1798674	660717
73044	6000000
566466	4208084
936455	6000000
1801843	776603
1523428	3858517
1934980	1629140
1618511	1037017
1345695	5107814
1736474	4801179
153948	3337023
1642647	4414963
1123373	1787382
1429889	5196578
1635294	1452568
316274	6000000
1236220	3188902
93057	1672416
1262825	2637563
1817855	2780121
272621	1993560
1302690	5659359
316055	5505494
1393122	2858357
1073423	2376326
1280681	4276742
1635292	2137321
1367881	4869758
1802555	728415
1618524	942035
426118	2586647
903503	538294
1641381	1481501
313596	3530383
1712383	4396207
1267534	6000000
1121030	6000000
1348253	4416601
1120969	4878345
714995	3636659
1618814	637511
871968	3176073
698760	6000000
1802064	853359
1895829	904897
1120978	1441290
1121878	4296027
1802523	1032589
1933220	6000000
1385517	3275062
551275	3351270
1124780	4805588
1408443	2011311
1349774	5819413
378794	3191472
1298881	5430273
1123510	2972948
592010	2043439
1182571	3531443
1121453	5767550
1423738	1807288
1423757	2721039
435832	2169437
1802249	2176059
1619071	1067676
1302863	2142100
1121439	3202328
1801937	1561603
1121272	6000000
1797649	2271133
1209984	6000000
1159870	4079718
213554	4074048
1203606	3325721
762948	2506025
1282363	4157429
1797276	977955
1312959	4266129
1619014	887803
1347369	4566707
1003237	6000000
1408418	4175408
546271	2568361
1008392	4434773
966	3782189
1671632	2345020
755886	4344510
1262878	2560046
457415	3287261
856846	3332225
312153	2159490
311410	6000000
1653396	3122414
1550399	1682797
986	5109718
2340	6000000
382245	5040536
555500	3572447
1618990	910236
199	1840041
1618977	575728
1895719	3818148
857576	1954090
1703762	2821327
1798369	975187
450851	4379231
714083	3373426
292415	2909809
1461693	3176383
1434110	5018607
356305	4668404
1618640	1387108
1432062	3820158
1030157	4074265
1236902	6000000
1798426	3338821
1278971	2668385
1914537	5117533
1761780	4734478
1797317	3669374
1674909	885702
1666909	3372780
443254	2244793
1736429	5345260
1121094	3619906
1802690	815413
1897020	1635924
1797627	1236644
1184609	4847237
1802181	2979399
1797643	2818119
314608	4351589
1618506	948370
1797961	3091750
479431	6000000
435591	4811379
1262749	3111642
290055	5014239
1123309	1927889
76123	2861432
1449347	6000000
1797546	771390
1298913	4904121
1122244	2602231
273121	2110355
1342794	5689593
393278	4426466
1618615	543986
1123319	6000000
1802071	1226552
272561	1042519
1137281	3055484
56779	3222148
1618522	801703
1316444	626626
1797605	1320587
1798662	1248108
694431	1819992
1674906	3067564
1520819	3010384
28038	6000000
46189	6000000
1050221	2337196
1176165	2349262
1206726	6000000
420998	3486999
1805286	1289228
928724	4564108
1122159	4733424
1223489	6000000
1664069	4607442
1201036	3751461
659018	3284859
1449350	4492810
375450	4472646
1798557	899340
451	3310028
1618391	872515
